Year,Month,Day,Rainfall
2014,10,23,29.0
2014,10,24,29.6
2014,10,25,30.0
2014,10,26,29.7
2014,10,27,28.0
2014,10,28,28.2
2014,10,29,29.7
2014,10,30,28.9
2014,10,31,28.2
2014,11,01,28.8
2014,11,02,29.8
2014,11,03,30.3
2014,11,04,30.5
2014,11,05,28.4
2014,11,06,26.9
2014,11,07,27.1
2014,11,08,27.7
2014,11,09,27.6
2014,11,10,28.0
2014,11,11,27.0
2014,11,12,27.5
2014,11,13,27.3
2014,11,14,28.1
2014,11,15,27.7
2014,11,16,27.0
2014,11,17,26.6
2014,11,18,25.8
2014,11,19,27.9
2014,11,20,27.8
2014,11,21,27.8
2014,11,22,28.5
2014,11,23,27.6
2014,11,24,27.9
2014,11,25,27.9
2014,11,26,27.3
2014,11,27,27.9
2014,11,28,28.4
2014,11,29,26.6
2014,11,30,28.3
2014,12,01,27.0
2014,12,02,28.8
2014,12,03,29.5
2014,12,04,26.6
2014,12,05,28.8
2014,12,06,27.6
2014,12,07,27.3
2014,12,08,27.1
2014,12,09,28.1
2014,12,10,28.6
2014,12,11,27.8
2014,12,12,28.6
2014,12,13,28.2
2014,12,14,28.9
2014,12,15,28.3
2014,12,16,27.3
2014,12,17,26.7
2014,12,18,28.0
2014,12,19,25.5
2014,12,20,27.1
2014,12,21,27.6
2014,12,22,27.2
2014,12,23,26.8
2014,12,24,26.9
2014,12,25,27.7
2014,12,26,25.4
2014,12,27,26.0
2014,12,28,26.6
2014,12,29,26.1
2014,12,30,25.8
2014,12,31,26.7
2015,01,01,26.3
2015,01,02,27.3
2015,01,03,27.5
2015,01,04,28.1
2015,01,05,28.3
2015,01,06,27.2
2015,01,07,27.2
2015,01,08,26.3
2015,01,09,25.4
2015,01,10,26.4
2015,01,11,27.1
2015,01,12,27.8
2015,01,13,27.7
2015,01,14,27.7
2015,01,15,27.6
2015,01,16,27.3
2015,01,17,27.3
2015,01,18,27.1
2015,01,19,27.0
2015,01,20,26.9
2015,01,21,26.4
2015,01,22,27.0
2015,01,23,26.7
2015,01,24,26.8
2015,01,25,26.9
2015,01,26,27.1
2015,01,27,27.3
2015,01,28,27.4
2015,01,29,27.0
2015,01,30,27.2
2015,01,31,27.4
2015,02,01,26.9
2015,02,02,26.6
2015,02,03,26.6
2015,02,04,26.0
2015,02,05,27.2
2015,02,06,26.2
2015,02,07,26.7
2015,02,08,26.6
2015,02,09,26.8
2015,02,14,26.7
2015,02,15,27.2
2015,02,16,27.5
2015,02,17,27.5
2015,02,18,27.9
2015,02,19,26.8
2015,02,20,27.4
2015,02,21,27.2
2015,02,22,27.3
2015,02,23,27.6
2015,02,24,27.3
2015,02,25,27.5
2015,02,26,27.5
2015,02,27,27.9
2015,02,28,28.2
2015,03,01,28.7
2015,03,02,28.2
2015,03,03,28.5
2015,03,04,27.5
2015,03,05,28.0
2015,03,06,28.1
2015,03,07,28.4
2015,03,08,28.3
2015,03,09,28.4
2015,03,10,28.3
2015,03,11,26.2
2015,03,12,27.5
2015,03,13,27.7
2015,03,14,28.0
2015,03,15,27.9
2015,03,16,27.9
2015,03,17,28.3
2015,03,18,28.4
2015,03,19,28.2
2015,03,20,28.8
2015,03,21,28.8
2015,03,22,27.3
2015,03,23,28.3
2015,03,24,28.4
2015,03,25,28.9
2015,03,26,28.9
2015,03,27,28.9
2015,03,28,28.7
2015,03,29,27.1
2015,03,30,28.8
2015,03,31,28.3
2015,04,01,27.8
2015,04,02,27.6
2015,04,03,28.0
2015,04,04,29.3
2015,04,05,28.5
2015,04,06,28.8
2015,04,07,28.9
2015,04,08,29.4
2015,04,09,29.1
2015,04,10,29.3
2015,04,11,28.6
2015,04,12,28.9
2015,04,13,29.4
2015,04,14,29.4
2015,04,15,29.3
2015,04,16,29.5
2015,04,17,29.7
2015,04,18,29.8
2015,04,19,28.8
2015,04,20,29.6
2015,04,21,28.4
2015,04,22,28.8
2015,04,23,28.9
2015,04,24,28.2
2015,04,25,27.9
2015,04,26,28.1
2015,04,27,28.1
2015,04,28,28.3
2015,04,29,28.8
2015,04,30,27.7
2015,05,01,28.2
2015,05,02,28.4
2015,05,03,27.2
2015,05,04,27.9
2015,05,05,29.0
2015,05,06,29.0
2015,05,07,29.7
2015,05,08,29.4
2015,05,09,29.8
2015,05,10,30.0
2015,05,11,30.7
2015,05,12,30.2
2015,05,13,29.9
2015,05,14,29.9
2015,05,15,27.7
2015,05,16,29.0
2015,05,17,29.5
2015,05,18,28.9
2015,05,19,30.0
2015,05,20,29.4
2015,05,21,29.9
2015,05,22,29.4
2015,05,23,27.5
2015,05,24,29.2
2015,05,25,29.4
2015,05,26,29.2
2015,05,27,28.9
2015,05,28,29.7
2015,05,29,30.6
2015,05,30,30.5
2015,05,31,30.3
2015,06,01,30.1
2015,06,02,30.1
2015,06,03,29.6
2015,06,04,30.1
2015,06,05,29.8
2015,06,06,28.6
2015,06,07,28.6
2015,06,08,28.9
2015,06,09,28.8
2015,06,10,29.6
2015,06,11,29.1
2015,06,12,27.6
2015,06,13,28.7
2015,06,14,27.3
2015,06,15,28.4
2015,06,16,28.0
2015,06,17,28.8
2015,06,18,29.9
2015,06,19,29.9
2015,06,20,30.2
2015,06,21,30.4
2015,06,22,30.6
2015,06,23,30.4
2015,06,24,30.4
2015,06,25,30.3
2015,06,26,30.1
2015,06,27,30.3
2015,06,28,30.3
2015,06,29,30.5
2015,06,30,30.3
2015,07,01,29.0
2015,07,02,29.8
2015,07,03,29.9
2015,07,04,27.9
2015,07,05,29.7
2015,07,06,29.9
2015,07,07,29.9
2015,07,08,29.1
2015,07,09,29.9
2015,07,10,29.3
2015,07,11,29.9
2015,07,12,29.9
2015,07,13,29.8
2015,07,14,28.8
2015,07,15,29.7
2015,07,16,29.9
2015,07,17,29.9
2015,07,18,30.1
2015,07,19,29.8
2015,07,20,30.0
2015,07,21,30.0
2015,07,22,30.5
2015,07,23,29.9
2015,07,24,29.7
2015,07,25,30.1
2015,07,26,28.6
2015,07,27,29.5
2015,07,28,29.3
2015,07,29,30.1
2015,07,30,29.7
2015,07,31,28.3
2015,08,01,27.4
2015,08,02,29.3
2015,08,03,26.7
2015,08,04,27.5
2015,08,05,29.1
2015,08,06,27.6
2015,08,07,27.5
2015,08,08,28.3
2015,08,09,27.9
2015,08,10,29.5
2015,08,11,29.3
2015,08,12,26.9
2015,08,13,28.8
2015,08,14,29.8
2015,08,15,29.8
2015,08,16,29.3
2015,08,17,29.1
2015,08,18,29.6
2015,08,19,29.5
2015,08,20,29.7
2015,08,21,29.0
2015,08,22,29.4
2015,08,23,29.4
2015,08,24,29.4
2015,08,25,28.7
2015,08,26,29.3
2015,08,27,29.5
2015,08,28,29.6
2015,08,29,30.1
2015,08,30,29.6
2015,08,31,29.7
2015,09,01,29.7
2015,09,02,29.6
2015,09,03,29.8
2015,09,04,29.5
2015,09,05,29.7
2015,09,06,29.8
2015,09,07,29.4
2015,09,08,29.6
2015,09,09,27.9
2015,09,10,28.5
2015,09,11,29.5
2015,09,12,29.2
2015,09,13,29.6
2015,09,14,29.1
2015,09,15,27.0
2015,09,16,27.9
2015,09,17,29.4
2015,09,18,29.4
2015,09,19,29.5
2015,09,20,29.7
2015,09,21,29.2
2015,09,22,29.4
2015,09,23,29.6
2015,09,24,29.4
2015,09,25,29.6
2015,09,26,29.5
2015,09,27,29.5
2015,09,28,28.2
2015,09,29,28.8
2015,09,30,29.0
2015,10,01,29.4
2015,10,02,28.2
2015,10,03,28.9
2015,10,04,29.6
2015,10,05,29.0
2015,10,06,28.1
2015,10,07,28.5
2015,10,08,28.9
2015,10,09,29.7
2015,10,10,29.7
2015,10,11,29.9
2015,10,12,29.8
2015,10,13,29.7
2015,10,14,29.6
2015,10,15,30.1
2015,10,16,29.7
2015,10,17,29.9
2015,10,18,29.9
2015,10,19,29.9
2015,10,20,29.9
2015,10,21,30.1
2015,10,22,29.9
2015,10,23,30.1
2015,10,24,29.5
2015,10,25,29.2
2015,10,26,29.6
2015,10,27,29.6
2015,10,28,27.2
2015,10,29,28.8
2015,10,30,28.0
2015,10,31,28.1
2015,11,01,28.3
2015,11,02,27.8
2015,11,03,28.9
2015,11,04,28.8
2015,11,05,29.4
2015,11,06,29.5
2015,11,07,27.8
2015,11,08,27.8
2015,11,09,28.2
2015,11,10,28.5
2015,11,11,27.4
2015,11,12,28.6
2015,11,13,27.9
2015,11,14,29.0
2015,11,15,28.3
2015,11,16,26.7
2015,11,17,27.3
2015,11,18,28.8
2015,11,19,29.2
2015,11,20,28.2
2015,11,21,27.8
2015,11,22,28.7
2015,11,23,29.6
2015,11,24,27.2
2015,11,25,27.3
2015,11,26,27.1
2015,11,27,27.9
2015,11,28,28.9
2015,11,29,29.0
2015,11,30,27.7
2015,12,01,27.1
2015,12,02,27.6
2015,12,03,28.8
2015,12,04,28.6
2015,12,05,28.0
2015,12,06,27.3
2015,12,07,28.7
2015,12,08,28.4
2015,12,09,28.4
2015,12,10,28.1
2015,12,11,27.5
2015,12,12,27.2
2015,12,13,26.0
2015,12,14,27.4
2015,12,15,27.7
2015,12,16,28.1
2015,12,17,28.1
2015,12,18,28.1
2015,12,19,28.9
2015,12,20,28.9
2015,12,21,29.2
2015,12,22,29.8
2015,12,23,28.1
2015,12,24,26.6
2015,12,25,28.1
2015,12,26,28.6
2015,12,27,28.6
2015,12,28,28.8
2015,12,29,26.9
2015,12,30,28.4
2015,12,31,26.9
2016,01,01,27.6
2016,01,02,26.3
2016,01,03,26.2
2016,01,04,27.9
2016,01,05,28.8
2016,01,06,28.7
2016,01,07,28.7
2016,01,08,28.8
2016,01,09,28.8
2016,01,10,29.2
2016,01,11,28.8
2016,01,12,29.1
2016,01,13,29.1
2016,01,14,29.0
2016,01,15,28.3
2016,01,16,27.9
2016,01,17,27.7
2016,01,18,28.7
2016,01,19,28.8
2016,01,20,28.5
2016,01,21,28.5
2016,01,22,28.7
2016,01,23,28.6
2016,01,24,29.1
2016,01,25,28.2
2016,01,26,27.9
2016,01,27,28.9
2016,01,28,28.9
2016,01,29,28.6
2016,01,30,29.1
2016,01,31,28.9
2016,02,01,29.3
2016,02,02,28.2
2016,02,03,28.9
2016,02,04,28.5
2016,02,05,28.4
2016,02,06,28.6
2016,02,07,27.0
2016,02,08,27.7
2016,02,09,27.2
2016,02,10,27.1
2016,02,11,27.6
2016,02,12,27.8
2016,02,13,28.6
2016,02,14,28.3
2016,02,15,28.8
2016,02,16,28.7
2016,02,17,28.2
2016,02,18,28.1
2016,02,19,25.3
2016,02,20,26.8
2016,02,21,27.8
2016,02,22,28.2
2016,02,23,28.3
2016,02,24,26.6
2016,02,25,28.1
2016,02,26,28.3
2016,02,27,28.6
2016,02,28,28.6
2016,02,29,28.7
2016,03,01,28.8
2016,03,02,28.5
2016,03,03,28.5
2016,03,04,28.5
2016,03,05,28.7
2016,03,06,29.1
2016,03,07,28.8
2016,03,08,28.2
2016,03,09,29.3
2016,03,10,29.2
2016,03,11,29.5
2016,03,12,29.3
2016,03,13,28.4
2016,03,14,29.2
2016,03,15,29.0
2016,03,16,28.9
2016,03,17,29.0
2016,03,18,28.9
2016,03,19,28.9
2016,03,20,28.8
2016,03,21,28.7
2016,03,22,28.9
2016,03,23,29.7
2016,03,24,29.5
2016,03,25,29.0
2016,03,26,29.3
2016,03,27,29.5
2016,03,28,29.4
2016,03,29,29.3
2016,03,30,29.3
2016,03,31,29.4
2016,04,01,29.5
2016,04,02,29.8
2016,04,03,29.1
2016,04,04,29.6
2016,04,05,29.3
2016,04,06,29.7
2016,04,07,29.6
2016,04,08,29.9
2016,04,09,28.2
2016,04,10,29.5
2016,04,11,29.9
2016,04,12,30.6
2016,04,13,30.8
2016,04,14,30.3
2016,04,15,29.4
2016,04,16,29.6
2016,04,17,30.3
2016,04,18,30.9
2016,04,19,30.6
2016,04,20,30.0
2016,04,21,30.5
2016,04,22,29.8
2016,04,23,29.9
2016,04,24,29.7
2016,04,25,29.4
2016,04,26,29.7
2016,04,27,29.3
2016,04,28,29.6
2016,04,29,29.1
2016,04,30,28.7
2016,05,01,30.2
2016,05,02,29.7
2016,05,03,30.7
2016,05,04,31.1
2016,05,05,30.2
2016,05,06,30.2
2016,05,07,30.3
2016,05,08,30.2
2016,05,09,30.0
2016,05,10,30.8
2016,05,11,29.4
2016,05,12,30.1
2016,05,13,29.3
2016,05,14,28.2
2016,05,15,28.8
2016,05,16,28.7
2016,05,17,29.2
2016,05,18,28.8
2016,05,19,29.2
2016,05,20,30.6
2016,05,21,29.1
2016,05,22,28.7
2016,05,23,30.0
2016,05,24,30.5
2016,05,25,30.8
2016,05,26,29.3
2016,05,27,30.7
2016,05,28,29.4
2016,05,29,30.5
2016,05,30,28.8
2016,05,31,29.8
2016,06,01,28.0
2016,06,02,28.9
2016,06,03,29.3
2016,06,04,27.4
2016,06,05,29.2
2016,06,06,30.3
2016,06,07,30.4
2016,06,08,28.5
2016,06,09,29.1
2016,06,10,29.0
2016,06,11,28.8
2016,06,12,29.4
2016,06,13,29.6
2016,06,14,29.7
2016,06,15,29.1
2016,06,16,29.1
2016,06,17,27.0
2016,06,18,27.7
2016,06,19,28.2
2016,06,20,29.4
2016,06,21,29.9
2016,06,22,27.8
2016,06,23,29.9
2016,06,24,27.3
2016,06,25,29.6
2016,06,26,29.7
2016,06,27,29.6
2016,06,28,30.5
2016,06,29,31.3
2016,06,30,30.9
2016,07,01,30.7
2016,07,02,30.6
2016,07,03,30.8
2016,07,04,30.9
2016,07,05,30.7
2016,07,06,29.8
2016,07,07,30.2
2016,07,08,29.3
2016,07,09,30.5
2016,07,10,30.4
2016,07,11,28.6
2016,07,12,30.5
2016,07,13,28.6
2016,07,14,27.8
2016,07,15,28.1
2016,07,16,29.2
2016,07,17,28.1
2016,07,18,28.1
2016,07,19,28.3
2016,07,20,27.5
2016,07,21,27.5
2016,07,22,26.4
2016,07,23,27.6
2016,07,24,27.7
2016,07,25,27.9
2016,07,26,26.8
2016,07,27,28.9
2016,07,28,28.7
2016,07,29,29.3
2016,07,30,29.6
2016,07,31,28.3
2016,08,01,28.2
2016,08,02,29.8
2016,08,03,28.1
2016,08,04,29.0
2016,08,05,29.9
2016,08,06,28.8
2016,08,07,29.7
2016,08,08,30.2
2016,08,09,29.9
2016,08,10,30.3
2016,08,11,30.0
2016,08,12,29.6
2016,08,13,30.3
2016,08,14,29.4
2016,08,15,29.9
2016,08,16,30.1
2016,08,17,30.0
2016,08,18,30.6
2016,08,19,28.9
2016,08,20,29.9
2016,08,21,28.1
2016,08,22,29.8
2016,08,23,30.0
2016,08,24,28.3
2016,08,25,29.9
2016,08,26,30.1
2016,08,27,29.9
2016,08,28,29.5
2016,08,29,30.0
2016,08,30,28.2
2016,08,31,29.0
2016,09,01,27.8
2016,09,02,29.2
2016,09,03,30.1
2016,09,04,29.1
2016,09,05,29.0
2016,09,06,29.6
2016,09,07,28.0
2016,09,08,29.9
2016,09,09,28.6
2016,09,10,27.8
2016,09,11,29.3
2016,09,12,27.1
2016,09,13,29.4
2016,09,14,27.1
2016,09,15,29.4
2016,09,16,28.9
2016,09,17,29.6
2016,09,18,29.2
2016,09,19,29.1
2016,09,20,28.6
2016,09,21,28.7
2016,09,22,29.2
2016,09,23,29.6
2016,09,24,29.7
2016,09,25,29.2
2016,09,26,29.2
2016,09,27,29.2
2016,09,28,30.2
2016,09,29,30.0
2016,09,30,29.4
2016,10,01,28.5
2016,10,02,30.7
2016,10,03,28.5
2016,10,04,29.2
2016,10,05,29.3
2016,10,06,28.6
2016,10,07,26.5
2016,10,08,28.8
2016,10,09,29.1
2016,10,10,30.3
2016,10,11,30.8
2016,10,12,30.0
2016,10,13,29.8
2016,10,14,29.0
2016,10,15,30.3
2016,10,16,29.0
2016,10,17,29.6
2016,10,18,30.1
2016,10,19,28.1
2016,10,20,29.8
2016,10,21,29.9
2016,10,22,28.9
2016,10,23,29.1
2016,10,24,27.7
2016,10,25,27.3
2016,10,26,28.2
2016,10,27,26.6
2016,10,28,27.4
2016,10,29,27.3
2016,10,30,27.9
2016,10,31,29.3
2016,11,01,27.4
2016,11,02,27.4
2016,11,03,27.9
2016,11,04,28.3
2016,11,05,27.1
2016,11,06,28.9
2016,11,07,27.2
2016,11,08,29.5
2016,11,09,28.4
2016,11,10,28.2
2016,11,11,27.5
2016,11,12,27.8
2016,11,13,28.1
2016,11,14,25.9
2016,11,15,27.9
2016,11,16,27.1
2016,11,17,27.7
2016,11,18,28.0
2016,11,19,28.3
2016,11,20,28.2
2016,11,21,28.7
2016,11,22,28.2
2016,11,23,28.2
2016,11,24,28.5
2016,11,25,28.0
2016,11,26,27.8
2016,11,27,27.6
2016,11,28,28.0
2016,11,29,27.0
2016,11,30,28.6
2016,12,01,26.2
2016,12,02,27.7
2016,12,03,27.7
2016,12,04,29.3
2016,12,05,29.3
2016,12,06,28.4
2016,12,07,28.6
2016,12,08,29.3
2016,12,09,27.4
2016,12,10,28.1
2016,12,11,26.7
2016,12,12,28.6
2016,12,13,28.7
2016,12,14,29.1
2016,12,15,29.5
2016,12,16,28.8
2016,12,17,27.3
2016,12,18,27.2
2016,12,19,28.6
2016,12,20,28.7
2016,12,21,29.2
2016,12,22,27.3
2016,12,23,27.3
2016,12,24,26.9
2016,12,25,27.2
2016,12,26,27.1
2016,12,27,26.8
2016,12,28,26.0
2016,12,29,27.9
2016,12,30,27.4
2016,12,31,27.2
2017,01,01,27.8
2017,01,02,26.9
2017,01,03,27.0
2017,01,04,27.3
2017,01,05,28.5
2017,01,06,29.0
2017,01,07,29.9
2017,01,08,29.9
2017,01,09,28.9
2017,01,10,28.2
2017,01,11,27.4
2017,01,12,28.6
2017,01,13,27.8
2017,01,14,28.4
2017,01,15,28.5
2017,01,16,28.6
2017,01,17,28.3
2017,01,18,26.9
2017,01,19,27.0
2017,01,20,26.8
2017,01,21,26.9
2017,01,22,26.9
2017,01,23,25.4
2017,01,24,24.4
2017,01,25,26.1
2017,01,26,27.5
2017,01,27,27.8
2017,01,28,26.4
2017,01,29,26.8
2017,01,30,26.2
2017,01,31,27.3
2017,02,01,27.7
2017,02,02,27.6
2017,02,03,27.9
2017,02,04,27.2
2017,02,05,27.7
2017,02,06,28.1
2017,02,07,26.7
2017,02,08,26.9
2017,02,09,28.1
2017,02,10,28.0
2017,02,11,27.7
2017,02,12,26.5
2017,02,13,26.9
2017,02,14,26.9
2017,02,15,26.0
2017,02,16,27.1
2017,02,17,27.5
2017,02,18,27.3
2017,02,19,27.8
2017,02,20,27.9
2017,02,21,27.6
2017,02,22,27.9
2017,02,23,27.4
2017,02,24,25.5
2017,02,25,27.1
2017,02,26,27.8
2017,02,27,27.8
2017,02,28,27.5
2017,03,01,25.5
2017,03,02,27.3
2017,03,03,26.9
2017,03,04,26.2
2017,03,05,27.3
2017,03,06,27.2
2017,03,07,27.5
2017,03,08,27.6
2017,03,09,27.4
2017,03,10,27.4
2017,03,11,27.9
2017,03,12,27.2
2017,03,13,28.2
2017,03,14,27.4
2017,03,15,29.3
2017,03,16,28.9
2017,03,17,27.6
2017,03,18,28.8
2017,03,19,28.9
2017,03,20,27.4
2017,03,21,28.3
2017,03,22,28.0
2017,03,23,28.8
2017,03,24,28.9
2017,03,25,28.5
2017,03,26,29.5
2017,03,27,29.2
2017,03,28,27.3
2017,03,29,27.6
2017,03,30,26.5
2017,03,31,27.4
2017,04,01,27.0
2017,04,02,28.2
2017,04,03,28.1
2017,04,04,29.2
2017,04,05,29.4
2017,04,06,29.4
2017,04,07,28.6
2017,04,08,27.5
2017,04,09,28.3
2017,04,10,28.3
2017,04,11,29.3
2017,04,12,28.6
2017,04,13,27.5
2017,04,14,28.0
2017,04,15,28.6
2017,04,16,29.0
2017,04,17,29.6
2017,04,18,27.7
2017,04,19,28.8
2017,04,20,28.5
2017,04,21,28.4
2017,04,22,28.7
2017,04,23,29.0
2017,04,24,28.2
2017,04,25,27.4
2017,04,26,27.7
2017,04,27,28.0
2017,04,28,28.0
2017,04,29,28.5
2017,04,30,29.3
2017,05,01,29.7
2017,05,02,28.6
2017,05,03,29.5
2017,05,04,29.4
2017,05,05,29.4
2017,05,06,29.1
2017,05,07,28.8
2017,05,08,29.4
2017,05,09,30.4
2017,05,10,28.2
2017,05,11,28.8
2017,05,12,28.7
2017,05,13,29.2
2017,05,14,30.0
2017,05,15,28.7
2017,05,16,29.3
2017,05,17,30.7
2017,05,18,29.6
2017,05,19,29.9
2017,05,20,30.3
2017,05,21,28.9
2017,05,22,28.8
2017,05,23,30.1
2017,05,24,27.1
2017,05,25,28.8
2017,05,26,27.8
2017,05,27,28.8
2017,05,28,29.6
2017,05,29,30.0
2017,05,30,27.3
2017,05,31,29.2
2017,06,01,28.3
2017,06,02,29.8
2017,06,03,30.3
2017,06,04,30.7
2017,06,05,30.6
2017,06,06,30.5
2017,06,07,30.5
2017,06,08,30.3
2017,06,09,30.5
2017,06,10,29.7
2017,06,11,28.9
2017,06,12,30.1
2017,06,13,30.0
2017,06,14,28.9
2017,06,15,30.0
2017,06,20,29.8
2017,06,21,28.9
2017,06,22,29.4
2017,06,23,27.5
2017,06,24,29.1
2017,06,25,28.0
2017,06,26,28.1
2017,06,27,26.5
2017,06,28,28.0
2017,06,29,28.0
2017,06,30,29.1
2017,07,01,29.7
2017,07,02,29.2
2017,07,03,27.7
2017,07,04,29.1
2017,07,05,28.1
2017,07,06,28.3
2017,07,07,29.3
2017,07,08,28.7
2017,07,09,28.3
2017,07,10,29.7
2017,07,11,28.3
2017,07,12,26.7
2017,07,13,27.8
2017,07,14,26.4
2017,07,15,27.6
2017,07,16,28.8
2017,07,17,29.3
2017,07,18,29.1
2017,07,19,29.1
2017,07,20,29.2
2017,07,21,29.8
2017,07,22,30.1
2017,07,23,29.9
2017,07,24,29.8
2017,07,25,29.9
2017,07,26,29.3
2017,07,27,29.6
2017,07,28,30.1
2017,07,29,30.0
2017,07,30,30.0
2017,07,31,29.9
2017,08,01,30.0
2017,08,02,29.9
2017,08,03,29.8
2017,08,04,29.8
2017,08,05,29.9
2017,08,06,29.3
2017,08,07,29.0
2017,08,08,28.3
2017,08,09,28.0
2017,08,10,29.2
2017,08,11,28.1
2017,08,12,27.3
2017,08,13,27.6
2017,08,14,28.5
2017,08,15,27.8
2017,08,16,28.9
2017,08,17,27.8
2017,08,18,27.9
2017,08,19,28.7
2017,08,20,29.3
2017,08,21,29.3
2017,08,22,27.9
2017,08,23,29.7
2017,08,24,29.4
2017,08,25,28.9
2017,08,26,29.3
2017,08,27,28.2
2017,08,28,28.9
2017,08,29,27.6
2017,08,30,28.6
2017,08,31,29.4
2017,09,01,29.5
2017,09,02,29.9
2017,09,03,29.7
2017,09,04,29.5
2017,09,05,29.2
2017,09,06,27.7
2017,09,07,28.8
2017,09,08,28.7
2017,09,09,28.7
2017,09,10,28.6
2017,09,11,27.7
2017,09,12,29.5
2017,09,13,29.8
2017,09,14,29.4
2017,09,15,28.5
2017,09,16,28.3
2017,09,17,29.4
2017,09,18,27.8
2017,09,19,27.2
2017,09,20,27.6
2017,09,21,27.4
2017,09,22,29.4
2017,09,23,29.5
2017,09,24,28.7
2017,09,25,29.5
2017,09,26,28.2
2017,09,27,28.3
2017,09,28,29.1
2017,09,29,28.1
2017,09,30,28.6
2017,10,01,27.5
2017,10,02,28.7
2017,10,03,28.1
2017,10,04,26.5
2017,10,05,28.4
2017,10,06,28.8
2017,10,07,27.4
2017,10,08,27.1
2017,10,09,28.6
2017,10,10,28.1
2017,10,11,28.8
2017,10,12,27.7
2017,10,13,28.0
2017,10,14,30.0
2017,10,15,30.6
2017,10,16,29.5
2017,10,17,31.0
2017,10,18,30.7
2017,10,19,30.6
2017,10,20,30.6
2017,10,21,30.0
2017,10,22,29.3
2017,10,23,29.3
2017,10,24,28.3
2017,10,25,28.2
2017,10,26,28.4
2017,10,27,27.8
2017,10,28,29.0
2017,10,29,27.2
2017,10,30,27.4
2017,10,31,26.8
2017,11,01,28.1
2017,11,02,28.7
2017,11,03,28.7
2017,11,04,28.1
2017,11,05,28.7
2017,11,06,27.1
2017,11,07,27.5
2017,11,08,27.8
2017,11,09,27.2
2017,11,10,26.6
2017,11,11,26.4
2017,11,12,27.8
2017,11,13,28.2
2017,11,14,26.3
2017,11,15,28.1
2017,11,16,28.7
2017,11,17,27.7
2017,11,18,28.2
2017,11,19,28.9
2017,11,20,28.1
2017,11,21,26.5
2017,11,22,28.4
2017,11,23,27.2
2017,11,24,26.9
2017,11,25,27.9
2017,11,26,27.3
2017,11,27,26.5
2017,11,28,27.6
2017,11,29,27.8
2017,11,30,28.6
2017,12,01,29.2
2017,12,02,29.3
2017,12,03,29.3
2017,12,04,28.1
2017,12,05,28.4
2017,12,06,28.6
2017,12,07,27.7
2017,12,08,27.5
2017,12,09,26.6
2017,12,10,28.0
2017,12,11,27.4
2017,12,12,26.6
2017,12,13,26.9
2017,12,14,27.6
2017,12,15,27.2
2017,12,16,27.6
2017,12,17,27.9
2017,12,18,27.9
2017,12,19,26.9
2017,12,20,27.5
2017,12,21,28.1
2017,12,22,27.9
2017,12,23,28.0
2017,12,24,27.1
2017,12,25,27.3
2017,12,26,27.6
2017,12,27,26.8
2017,12,28,27.5
2017,12,29,28.2
2017,12,30,27.1
2017,12,31,25.4
2018,01,01,25.2
2018,01,02,25.8
2018,01,03,26.7
2018,01,04,26.7
2018,01,05,26.6
2018,01,06,27.4
2018,01,07,27.3
2018,01,08,27.1
2018,01,09,27.5
2018,01,10,25.2
2018,01,11,24.0
2018,01,12,23.2
2018,01,13,23.2
2018,01,14,23.8
2018,01,15,25.3
2018,01,16,26.6
2018,01,17,27.6
2018,01,18,27.5
2018,01,19,27.1
2018,01,20,26.8
2018,01,21,28.2
2018,01,22,28.3
2018,01,23,27.3
2018,01,24,27.1
2018,01,25,27.1
2018,01,26,26.8
2018,01,27,27.8
2018,01,28,27.0
2018,01,29,28.3
2018,01,30,27.7
2018,01,31,27.5
2018,02,01,28.5
2018,02,02,25.9
2018,02,03,27.5
2018,02,04,26.9
2018,02,05,27.1
2018,02,06,26.9
2018,02,07,26.2
2018,02,08,26.3
2018,02,09,26.5
2018,02,10,26.6
2018,02,11,27.1
2018,02,12,27.4
2018,02,13,27.4
2018,02,14,27.3
2018,02,15,27.6
2018,02,16,27.5
2018,02,17,27.6
2018,02,18,27.6
2018,02,19,27.5
2018,02,20,27.8
2018,02,21,27.9
2018,02,22,28.1
2018,02,23,27.5
2018,02,24,26.4
2018,02,25,27.4
2018,02,26,27.7
2018,02,27,27.7
2018,02,28,27.9
2018,03,01,28.1
2018,03,02,27.8
2018,03,03,28.4
2018,03,04,28.5
2018,03,05,28.6
2018,03,06,29.0
2018,03,07,26.9
2018,03,08,27.0
2018,03,09,28.4
2018,03,10,27.5
2018,03,11,28.1
2018,03,12,28.1
2018,03,13,28.5
2018,03,14,28.6
2018,03,15,29.0
2018,03,16,28.6
2018,03,17,28.8
2018,03,18,28.6
2018,03,19,28.8
2018,03,20,28.5
2018,03,21,28.7
2018,03,22,28.9
2018,03,23,28.8
2018,03,24,28.4
2018,03,25,27.3
2018,03,26,28.4
2018,03,27,25.9
2018,03,28,26.8
2018,03,29,27.1
2018,03,30,27.4
2018,03,31,28.4
2018,04,01,27.5
2018,04,02,28.6
2018,04,03,28.7
2018,04,04,28.8
2018,04,05,28.4
2018,04,06,28.6
2018,04,07,27.8
2018,04,08,28.6
2018,04,09,28.9
2018,04,10,29.2
2018,04,11,29.3
2018,04,12,29.8
2018,04,13,29.6
2018,04,14,28.4
2018,04,15,27.4
2018,04,16,27.1
2018,04,17,28.6
2018,04,18,29.0
2018,04,19,28.5
2018,04,20,28.0
2018,04,21,28.0
2018,04,22,28.6
2018,04,23,27.9
